datetime,old_best_asset,old_asset_quantity,old_cash,new_best_asset,new_asset_quantity,SPY_price,SPY_return,VEU_price,VEU_return,AGG_price,AGG_return,portfolio_value,cash,return
2023-01-03 15:55:00-05:00,,0,,AGG,1031,382.42999267578125,0.0,50.13999938964844,0.0,96.98999786376953,0.0,100000.0,-1007.0712585449219,
2023-01-04 15:55:00-05:00,AGG,1031,,AGG,1031,,,,,,,100000.0,-1007.0712585449219,0.0
2023-01-05 15:55:00-05:00,AGG,1031,,VEU,1950,383.760009765625,0.007720189025949065,51.369998931884766,0.017227701621480573,98.0999984741211,0.005535064873315676,100206.1968536377,346.26751708984375,0.002061968536376968
2023-01-06 15:55:00-05:00,VEU,1950,,VEU,1950,,,,,,,99659.76811218262,346.26751708984375,-0.005453043410610592
2023-01-09 15:55:00-05:00,VEU,1950,,VEU,1950,388.0799865722656,0.0,52.18000030517578,0.0,99.08999633789062,0.0,100342.26513671875,346.26751708984375,0.006848270244496968
2023-01-10 15:55:00-05:00,VEU,1950,,VEU,1950,,,,,,,102974.76959991455,346.26751708984375,0.026235250515911135
2023-01-11 15:55:00-05:00,VEU,1950,,SPY,262,390.5799865722656,0.007012843096556365,52.650001525878906,0.0038131698766488142,98.95999908447266,-0.003825219120458412,102682.26662445068,483.50553131103516,-0.0028405305163616834
2023-01-12 15:55:00-05:00,SPY,262,,SPY,262,,,,,,,103247.768409729,483.50553131103516,0.005507297451336823
2023-01-13 15:55:00-05:00,SPY,262,,VEU,1949,396.9599914550781,0.01633469481834826,53.560001373291016,0.017283947218212692,100.29000091552734,0.013439792273233442,104411.04904937744,-464.6587219238281,0.011266884094115026
2023-01-17 15:55:00-05:00,VEU,1949,,VEU,1949,,,,,,,103611.94425201416,-464.6587219238281,-0.007653450517343008
2023-01-18 15:55:00-05:00,VEU,1949,,VEU,1949,397.7699890136719,0.0,53.939998626708984,0.0,99.73999786376953,0.0,104664.39860153198,-464.6587219238281,0.010157654671144378
2023-01-19 15:55:00-05:00,VEU,1949,,VEU,1949,,,,,,,105736.35454940796,-464.6587219238281,0.010241839271030617
2023-01-20 15:55:00-05:00,VEU,1949,,AGG,1035,388.6400146484375,-0.022952898955181267,53.790000915527344,-0.0027808252688269475,100.5,0.0076198330911187995,104040.71919631958,754.5725784301758,-0.016036446124081727
2023-01-23 15:55:00-05:00,AGG,1035,,AGG,1035,,,,,,,104430.52068328857,754.5725784301758,0.003746624302293222
2023-01-24 15:55:00-05:00,AGG,1035,,AGG,1035,400.6300048828125,0.0,54.58000183105469,0.0,99.83999633789062,0.0,104047.57573699951,754.5725784301758,-0.0036669830216631283
2023-01-25 15:55:00-05:00,AGG,1035,,AGG,1035,,,,,,,104088.96878814697,754.5725784301758,0.0003978281171306275
2023-01-26 15:55:00-05:00,AGG,1035,,AGG,1035,400.3500061035156,-0.0006988961782300462,54.81999969482422,0.00439717581015131,100.4000015258789,0.005609026527735983,104523.67478942871,754.5725784301758,0.0041762927075057465
2023-01-27 15:55:00-05:00,AGG,1035,,AGG,1035,,,,,,,104596.12447357178,754.5725784301758,0.0006931413795872032
2023-01-30 15:55:00-05:00,AGG,1035,,AGG,1035,405.67999267578125,0.0,54.86000061035156,0.0,100.08000183105469,0.0,104213.17163085938,754.5725784301758,-0.0036612526959272085
2023-01-31 15:55:00-05:00,AGG,1035,,AGG,1035,,,,,,,104151.07415771484,754.5725784301758,-0.0005958697175486583
2023-02-01 15:55:00-05:00,AGG,1035,,SPY,256,406.4800109863281,0.014703349315466685,54.5,0.004238060444007763,100.22000122070312,0.0041078416204616275,104420.17636871338,717.4672927856445,0.0025837679848701445
2023-02-02 15:55:00-05:00,SPY,256,,SPY,256,,,,,,,104451.22510528564,717.4672927856445,0.0002973442264895265
2023-02-03 15:55:00-05:00,SPY,256,,SPY,256,416.7799987792969,0.02533946938245668,54.880001068115234,0.006972496662664751,100.79000091552734,0.00568748441310607,106921.62354278564,717.4672927856445,0.02365121553155425
2023-02-06 15:55:00-05:00,SPY,256,,SPY,256,,,,,,,106084.50635528564,717.4672927856445,-0.00782925997345163
2023-02-07 15:55:00-05:00,SPY,256,,SPY,256,409.8299865722656,0.0,53.65999984741211,0.0,99.2699966430664,0.0,105623.70948028564,717.4672927856445,-0.004343677421250858
2023-02-08 15:55:00-05:00,SPY,256,,SPY,256,,,,,,,105388.18604278564,717.4672927856445,-0.002229834936292918
2023-02-09 15:55:00-05:00,SPY,256,,VEU,1978,410.6499938964844,0.002000847549192608,53.81999969482422,0.002981734026594962,99.23999786376953,-0.0003021938179844641,106478.74854278564,-1053.9093551635742,0.010348052670317909
2023-02-10 15:55:00-05:00,VEU,1978,,VEU,1978,,,,,,,106806.42823028564,-1053.9093551635742,0.0030774186585065255
2023-02-13 15:55:00-05:00,VEU,1978,,VEU,1978,408.0400085449219,0.0,53.619998931884766,0.0,98.41999816894531,0.0,105243.81396484375,-1053.9093551635742,-0.014630339122217784
2023-02-14 15:55:00-05:00,VEU,1978,,VEU,1978,,,,,,,105204.2530593872,-1053.9093551635742,-0.0003758976795515956
2023-02-15 15:55:00-05:00,VEU,1978,,VEU,1978,412.6400146484375,-0.00046016987623753725,54.15999984741211,0.0009240295046490932,98.37000274658203,-0.003545365374729048,105421.8342666626,-1053.9093551635742,0.0020681788135747947
2023-02-16 15:55:00-05:00,VEU,1978,,VEU,1978,,,,,,,104670.19215393066,-1053.9093551635742,-0.007129852349473165
2023-02-17 15:55:00-05:00,VEU,1978,,AGG,1070,408.2799987792969,-0.010566148978196632,53.66999816894531,-0.009047298372365287,97.7699966430664,-0.006099482431258463,104689.96883392334,75.7355728149414,0.0001889428077441746
2023-02-21 15:55:00-05:00,AGG,1070,,AGG,1070,,,,,,,104432.8342666626,75.7355728149414,-0.002456152868558492
2023-02-22 15:55:00-05:00,AGG,1070,,AGG,1070,399.0899963378906,0.0,52.95000076293945,0.0,97.08000183105469,0.0,104250.93622589111,75.7355728149414,-0.0017417706035538494
2023-02-23 15:55:00-05:00,AGG,1070,,AGG,1070,,,,,,,104293.73720550537,75.7355728149414,0.0004105572684884873
2023-02-24 15:55:00-05:00,AGG,1070,,AGG,1070,400.6600036621094,0.0039339681240455615,52.91999816894531,-0.0005666212192982911,97.69000244140625,0.006283483712877569,104293.73720550537,75.7355728149414,0.0
2023-02-27 15:55:00-05:00,AGG,1070,,AGG,1070,,,,,,,104101.13687896729,75.7355728149414,-0.001846710374934335
2023-02-28 15:55:00-05:00,AGG,1070,,AGG,1070,397.7300109863281,0.0,52.5,0.0,97.31999969482422,0.0,104304.43949127197,75.7355728149414,0.0019529336412633658
2023-03-01 15:55:00-05:00,AGG,1070,,AGG,1070,,,,,,,103855.03328704834,75.7355728149414,-0.004308600922602546
2023-03-02 15:55:00-05:00,AGG,1070,,VEU,1973,394.739990234375,-0.007517714704349809,52.65999984741211,0.003047616141182985,96.5199966430664,-0.008220335535002676,103934.21753204346,-60.20309555053245,0.0007624497579838962
2023-03-03 15:55:00-05:00,VEU,1973,,VEU,1973,,,,,,,103206.61720550538,-60.20309555053245,-0.007000585022095995
2023-03-06 15:55:00-05:00,VEU,1973,,VEU,1973,404.19000244140625,0.0,53.470001220703125,0.0,97.08000183105469,0.0,104548.25780761719,-60.20309555053245,0.01299955989682644
2023-03-07 15:55:00-05:00,VEU,1973,,VEU,1973,,,,,,,105258.53901184082,-60.20309555053245,0.006793811959360019
2023-03-08 15:55:00-05:00,VEU,1973,,AGG,1084,398.2699890136719,-0.015328731891906533,52.400001525878906,-0.01762277135395507,96.70999908447266,-0.0013423921761044344,104923.12509811402,-1497.578061218257,-0.0031865720052325353
2023-03-09 15:55:00-05:00,AGG,1084,,AGG,1084,,,,,,,103542.02359283448,-1497.578061218257,-0.013162984842360226
2023-03-10 15:55:00-05:00,AGG,1084,,AGG,1084,391.55999755859375,-0.016847846034534597,52.0099983215332,-0.007442809026505293,96.95999908447266,0.0025850481063662833,103390.26425445557,-1497.578061218257,-0.0014656786984932335
2023-03-13 15:55:00-04:00,AGG,1084,,AGG,1084,,,,,,,105872.62524688721,-1497.578061218257,0.024009620348026672
2023-03-14 15:55:00-04:00,AGG,1084,,AGG,1084,391.7300109863281,0.0,51.790000915527344,0.0,98.29000091552734,0.0,105569.09829986573,-1497.578061218257,-0.002866906778911771
2023-03-15 15:55:00-04:00,AGG,1084,,AGG,1084,,,,,,,106284.54226959229,-1497.578061218257,0.006777020749901386
2023-03-16 15:55:00-04:00,AGG,1084,,AGG,1084,396.1099853515625,-0.006254338800497861,51.209999084472656,-0.0264530357668189,98.87999725341797,0.009970451911800238,106392.94061553956,-1497.578061218257,0.0010198881571350515
2023-03-17 15:55:00-04:00,AGG,1084,,AGG,1084,,,,,,,106132.78293121338,-1497.578061218257,-0.0024452532547838413
2023-03-20 15:55:00-04:00,AGG,1084,,AGG,1084,393.739990234375,0.0,51.189998626708984,0.0,99.0999984741211,0.0,106609.74557769776,-1497.578061218257,0.004494018090466012
2023-03-21 15:55:00-04:00,AGG,1084,,AGG,1084,,,,,,,105688.33896148682,-1497.578061218257,-0.00864279912889776
2023-03-22 15:55:00-04:00,AGG,1084,,SPY,269,392.1099853515625,0.013130526631691453,51.70000076293945,0.011525691901074886,99.75,-0.0030271990613766064,105601.62524688721,276.3332546997117,-0.0008204662449203814
2023-03-23 15:55:00-04:00,SPY,269,,SPY,269,,,,,,,106555.54226959229,276.3332546997117,0.009033166113446622
2023-03-24 15:55:00-04:00,SPY,269,,VEU,2042,395.75,0.0027033947508923184,51.7400016784668,0.003675021738978046,100.16000366210938,0.002405993621749758,105681.29226959229,518.2922695922898,-0.008204641273262814
2023-03-27 15:55:00-04:00,VEU,2042,,VEU,2042,,,,,,,106498.09538543702,518.2922695922898,0.0077289281603509785
2023-03-28 15:55:00-04:00,VEU,2042,,VEU,2042,395.6000061035156,0.0,52.25,0.0,98.93000030517578,0.0,106886.07258117676,518.2922695922898,0.003643043514868438
2023-03-29 15:55:00-04:00,VEU,2042,,VEU,2042,,,,,,,107947.91351593018,518.2922695922898,0.009934324548663609
2023-03-30 15:55:00-04:00,VEU,2042,,SPY,270,403.70001220703125,0.014534883496678752,53.310001373291016,0.008421026348497396,99.16000366210938,0.0012130066330926503,109275.20884216309,323.3109692382859,0.012295701537918369
2023-03-31 15:55:00-04:00,SPY,270,,SPY,270,,,,,,,109581.51195800782,323.3109692382859,0.002803043060637389
2023-04-03 15:55:00-04:00,SPY,270,,SPY,270,410.95001220703125,0.0,53.86000061035156,0.0,99.81999969482422,0.0,110712.8126171875,323.3109692382859,0.010323827796911544
2023-04-04 15:55:00-04:00,SPY,270,,SPY,270,,,,,,,111460.70965087891,323.3109692382859,0.00675528889576138
2023-04-05 15:55:00-04:00,SPY,270,,AGG,1098,407.6000061035156,-0.0055481170740256935,53.47999954223633,-0.0001857062034371637,100.52999877929688,0.003706699536297542,110459.01195800782,-263.66931640624534,-0.00898700264881358
2023-04-06 15:55:00-04:00,AGG,1098,,AGG,1098,,,,,,,110151.20800292969,-263.66931640624534,-0.002786589791289651
2023-04-10 15:55:00-04:00,AGG,1098,,AGG,1098,409.6099853515625,0.0,53.66999816894531,0.0,99.75,0.0,109415.55001342774,-263.66931640624534,-0.006678619352793569
2023-04-11 15:55:00-04:00,AGG,1098,,AGG,1098,,,,,,,109327.70800292969,-263.66931640624534,-0.0008028293097943617
2023-04-12 15:55:00-04:00,AGG,1098,,VEU,2029,408.04998779296875,0.0002685868828276039,54.060001373291016,0.004285510802694237,99.93000030517578,0.0006014792841477767,109722.98867309571,-909.0662242126418,0.0036155580079975103
2023-04-13 15:55:00-04:00,VEU,2029,,VEU,2029,,,,,,,109712.01470458985,-909.0662242126418,-0.0001000152168526558
2023-04-14 15:55:00-04:00,VEU,2029,,SPY,266,412.4599914550781,0.013282719249790409,54.52000045776367,0.012763570277116054,99.4000015258789,-0.0004002893566015242,109996.07346618653,188.6141156005906,0.0025891308473509067
2023-04-17 15:55:00-04:00,SPY,266,,SPY,266,,,,,,,109879.03281677247,188.6141156005906,-0.001064043885621424
2023-04-18 15:55:00-04:00,SPY,266,,SPY,266,414.2099914550781,0.0,54.7400016784668,0.0,99.04000091552734,0.0,110732.89054382325,188.6141156005906,0.007770888632361972
2023-04-19 15:55:00-04:00,SPY,266,,SPY,266,,,,,,,109839.13444030762,188.6141156005906,-0.008071279446660085
2023-04-20 15:55:00-04:00,SPY,266,,SPY,266,411.8800048828125,-0.0001689404120717164,54.43000030517578,-0.006028531621044886,99.33999633789062,-0.001514554972660398,109570.47184265137,188.6141156005906,-0.002445964264241818
2023-04-21 15:55:00-04:00,SPY,266,,SPY,266,,,,,,,109831.15476501465,188.6141156005906,0.002379134797718452
2023-04-24 15:55:00-04:00,SPY,266,,SPY,266,412.6300048828125,0.0,54.5,0.0,99.55999755859375,0.0,109777.95151794434,188.6141156005906,-0.0004844094299485402
2023-04-25 15:55:00-04:00,SPY,266,,SPY,266,,,,,,,109402.89054382325,188.6141156005906,-0.003416541927909633
2023-04-26 15:55:00-04:00,SPY,266,,AGG,1085,404.3599853515625,-0.015873829418699414,53.720001220703125,-0.015412846836475036,99.80999755859375,0.006227428302387539,108376.13444030762,373.7634533691453,-0.009385091183713667
2023-04-27 15:55:00-04:00,AGG,1085,,AGG,1085,,,,,,,108450.61411560059,373.7634533691453,0.00068723317802033
2023-04-28 15:55:00-04:00,AGG,1085,,SPY,261,415.92999267578125,0.01990804877378749,54.47999954223633,0.012285923909431284,99.95999908447266,-0.0036068592240995345,108862.91113555909,1464.0236843872117,0.0038017029531896007
2023-05-01 15:55:00-04:00,SPY,261,,SPY,261,,,,,,,109901.69400299073,1464.0236843872117,0.009542119134937632
2023-05-02 15:55:00-04:00,SPY,261,,SPY,261,410.8399963378906,0.0,53.81999969482422,0.0,99.6500015258789,0.0,109718.99081695557,1464.0236843872117,-0.0016624237478103376
2023-05-03 15:55:00-04:00,SPY,261,,SPY,261,,,,,,,108828.97986114502,1464.0236843872117,-0.008111731152315782
2023-05-04 15:55:00-04:00,SPY,261,,AGG,1077,405.1300048828125,-0.006864003868551016,53.95000076293945,0.0011148527244748685,99.97000122070312,0.0044154019596021055,107672.75177276612,877.2552975463914,-0.010624266531342519
2023-05-05 15:55:00-04:00,AGG,1077,,AGG,1077,,,,,,,108189.53464019776,877.2552975463914,0.004799569611838805
2023-05-08 15:55:00-04:00,AGG,1077,,AGG,1077,412.739990234375,0.0,54.779998779296875,0.0,99.0999984741211,0.0,107726.42431152344,877.2552975463914,-0.004280546452246625
2023-05-09 15:55:00-04:00,AGG,1077,,AGG,1077,,,,,,,107618.72595489502,877.2552975463914,-0.0009997394540542937
2023-05-10 15:55:00-04:00,AGG,1077,,AGG,1077,412.8500061035156,-0.004385321513347806,54.47999954223633,-0.004016016993578342,99.6500015258789,-0.0009081366223645526,107963.36562622071,877.2552975463914,0.003202413597333642
2023-05-11 15:55:00-04:00,AGG,1077,,AGG,1077,,,,,,,108695.72595489502,877.2552975463914,0.0067834151374071006
2023-05-12 15:55:00-04:00,AGG,1077,,AGG,1077,411.5899963378906,-0.001743977740241598,54.040000915527344,-0.0034874931774124818,99.38999938964844,0.003010490895831719,108458.78464019776,877.2552975463914,-0.0021798586155594712
2023-05-15 15:55:00-04:00,AGG,1077,,AGG,1077,,,,,,,107726.42431152344,877.2552975463914,-0.006752429792606041
2023-05-16 15:55:00-04:00,AGG,1077,,AGG,1077,410.25,0.0,54.099998474121094,0.0,98.91000366210938,0.0,107381.78464019776,877.2552975463914,-0.0031992120181122408
2023-05-17 15:55:00-04:00,AGG,1077,,AGG,1077,,,,,,,107489.48299682618,877.2552975463914,0.001002948097661882
2023-05-18 15:55:00-04:00,AGG,1077,,SPY,255,419.2300109863281,0.01213896645052559,54.2400016784668,0.005360460696982594,98.30000305175781,-0.0015165455497436753,106950.98299682618,-580.0910845947219,-0.005009792446540096
2023-05-19 15:55:00-04:00,SPY,255,,SPY,255,,,,,,,106563.26233947754,-580.0910845947219,-0.0036252182680746037
2023-05-22 15:55:00-04:00,SPY,255,,SPY,255,418.7900085449219,0.0,54.54999923706055,0.0,97.98999786376953,0.0,106173.11265075684,-580.0910845947219,-0.003661202558512211
2023-05-23 15:55:00-04:00,SPY,255,,SPY,255,,,,,,,105775.30549133301,-580.0910845947219,-0.00374677872289908
2023-05-24 15:55:00-04:00,SPY,255,,AGG,1068,411.0899963378906,-0.011222837486886017,53.099998474121094,-0.014298786254921758,97.8499984741211,0.001122569780075855,104587.01233947754,792.2887066650437,-0.011234126399690125
2023-05-25 15:55:00-04:00,AGG,1068,,AGG,1068,,,,,,,105178.6064251709,792.2887066650437,0.005656477534448756
2023-05-26 15:55:00-04:00,AGG,1068,,SPY,249,420.0199890136719,0.008659898295524604,53.66999816894531,-0.0013182617106539674,97.56999969482422,-0.003679106959278866,104772.76935852051,1355.6027020263718,-0.0038585514720536063
2023-05-30 15:55:00-04:00,SPY,249,,SPY,249,,,,,,,106441.0723980713,1355.6027020263718,0.01592305949117412
2023-05-31 15:55:00-04:00,SPY,249,,SPY,249,417.8500061035156,0.0,52.619998931884766,0.0,98.56999969482422,0.0,105507.3223980713,1355.6027020263718,-0.008772459530546062
2023-06-01 15:55:00-04:00,SPY,249,,SPY,249,,,,,,,105460.01179016114,1355.6027020263718,-0.0004484106584722314
2023-06-02 15:55:00-04:00,SPY,249,,VEU,1974,427.9200134277344,0.009501019894013307,54.209999084472656,0.015773505281311495,98.08999633789062,0.0004058122720014268,107056.10270202637,163.9996899414109,0.015134560339714831
2023-06-05 15:55:00-04:00,VEU,1974,,VEU,1974,,,,,,,107036.35848510743,163.9996899414109,-0.0001844286913180726
2023-06-06 15:55:00-04:00,VEU,1974,,VEU,1974,428.0299987792969,0.0,54.41999816894531,0.0,98.19999694824219,0.0,106799.4805935669,163.9996899414109,-0.002213060075034967
2023-06-07 15:55:00-04:00,VEU,1974,,VEU,1974,,,,,,,107332.46149719239,163.9996899414109,0.004990482169606958
2023-06-08 15:55:00-04:00,VEU,1974,,SPY,249,429.1300048828125,-0.003457727240027575,54.5099983215332,-0.006798951568063538,98.19999694824219,-0.005295281662182516,107194.28209960938,785.6603115844773,-0.0012873961488959473
2023-06-09 15:55:00-04:00,SPY,249,,SPY,249,,,,,,,107845.69818389893,785.6603115844773,0.006076966714364751
2023-06-12 15:55:00-04:00,SPY,249,,SPY,249,433.79998779296875,0.0,54.709999084472656,0.0,98.13999938964844,0.0,108084.74365509034,785.6603115844773,0.002216550824157837
2023-06-13 15:55:00-04:00,SPY,249,,SPY,249,,,,,,,109180.34213531495,785.6603115844773,0.01013647664947781
2023-06-14 15:55:00-04:00,SPY,249,,VEU,1975,437.17999267578125,0.006592936721117493,55.47999954223633,0.01023581397664386,97.7699966430664,-0.004687172277699991,109601.1527432251,-180.67303192138206,0.00385427083007861
2023-06-15 15:55:00-04:00,VEU,1975,,VEU,1975,,,,,,,109431.82696807862,-180.67303192138206,-0.0015449269547664901
2023-06-16 15:55:00-04:00,VEU,1975,,SPY,252,439.4599914550781,0.012397670338390565,55.86000061035156,0.010093752305543768,98.13999938964844,0.0069551020612006464,110932.8236531067,-708.2135783386184,0.013716271825251702
2023-06-20 15:55:00-04:00,SPY,252,,SPY,252,,,,,,,109529.18949783326,-708.2135783386184,-0.012653010254770725
2023-06-21 15:55:00-04:00,SPY,252,,SPY,252,434.94000244140625,0.0,54.47999954223633,0.0,98.4800033569336,0.0,109204.10734451294,-708.2135783386184,-0.002967995607479068
2023-06-22 15:55:00-04:00,SPY,252,,SPY,252,,,,,,,108647.18949783326,-708.2135783386184,-0.0050997884623766865
2023-06-23 15:55:00-04:00,SPY,252,,SPY,252,433.2099914550781,0.0036097101103738094,53.36000061035156,-0.004955955580622784,98.26000213623047,-0.005178738006151429,108390.14457595826,-708.2135783386184,-0.0023658681192127995
2023-06-26 15:55:00-04:00,SPY,252,,SPY,252,,,,,,,108312.02519119263,-708.2135783386184,-0.0007207240572585372
2023-06-27 15:55:00-04:00,SPY,252,,SPY,252,436.1700134277344,0.0,53.9900016784668,0.0,98.19000244140625,0.0,108243.98795974732,-708.2135783386184,-0.0006281595356121272
2023-06-28 15:55:00-04:00,SPY,252,,SPY,252,,,,,,,108924.3833454895,-708.2135783386184,0.006285756821849509
2023-06-29 15:55:00-04:00,SPY,252,,AGG,1117,438.1099853515625,0.0005043932731050305,53.779998779296875,-0.0012966013584956304,97.72000122070312,0.0029534668328417,109153.70426834107,1225.0463551330613,0.0021053222043423414
2023-06-30 15:55:00-04:00,AGG,1117,,AGG,1117,,,,,,,110534.66703689576,1225.0463551330613,0.012651542866193077
2023-07-03 12:55:00-04:00,AGG,1117,,AGG,1117,443.7900085449219,0.0,54.61000061035156,0.0,97.58000183105469,0.0,110774.82101425172,1509.8813551330613,0.00217265753626239
2023-07-05 15:55:00-04:00,AGG,1117,,AGG,1117,,,,,,,110428.5537413025,1509.8813551330613,-0.0031258662372802837
2023-07-06 15:55:00-04:00,AGG,1117,,AGG,1117,439.6600036621094,0.0,53.040000915527344,0.0,96.51000213623047,0.0,109367.39862808229,1509.8813551330613,-0.009609426885243355
2023-07-07 15:55:00-04:00,AGG,1117,,AGG,1117,,,,,,,109211.01930984498,1509.8813551330613,-0.0014298531390427582
2023-07-10 15:55:00-04:00,AGG,1117,,AGG,1117,439.6600036621094,0.0,53.65999984741211,0.0,96.80000305175781,0.0,109378.57101425172,1509.8813551330613,0.00153420145206562
2023-07-11 15:55:00-04:00,AGG,1117,,AGG,1117,,,,,,,109791.86408218385,1509.8813551330613,0.003778556111126097
2023-07-12 15:55:00-04:00,AGG,1117,,VEU,2000,446.0199890136719,0.006368529703967729,55.189998626708984,0.008758874805061989,97.80000305175781,0.002169411961282508,110428.5537413025,-263.06074539183464,0.005799060471749273
2023-07-13 15:55:00-04:00,VEU,2000,,VEU,2000,,,,,,,111176.94169601442,-263.06074539183464,0.006777123573175947
2023-07-14 15:55:00-04:00,VEU,2000,,VEU,2000,449.2799987792969,0.007936883171425269,55.689998626708984,0.015038989884174514,97.94000244140625,0.006237224860092594,111636.94078048707,-263.06074539183464,0.004137540369930415
2023-07-17 15:55:00-04:00,VEU,2000,,VEU,2000,,,,,,,110676.94169601442,-263.06074539183464,-0.008599295876087432
2023-07-18 15:55:00-04:00,VEU,2000,,VEU,2000,454.19000244140625,0.0,55.84000015258789,0.0,98.12999725341797,0.0,111056.93894943238,-263.06074539183464,0.0034333913423598705
2023-07-19 15:55:00-04:00,VEU,2000,,VEU,2000,,,,,,,111536.94230636598,-263.06074539183464,0.004322137468169895
2023-07-20 15:55:00-04:00,VEU,2000,,AGG,1134,452.17999267578125,0.002223760453105239,55.529998779296875,0.0,97.91999816894531,0.0030572002461495273,111136.94078048707,-239.80265823363152,-0.0035862694243508075
2023-07-21 15:55:00-04:00,AGG,1134,,AGG,1134,,,,,,,111016.93803390504,-239.80265823363152,-0.0010797737074574876
2023-07-24 15:55:00-04:00,AGG,1134,,AGG,1134,454.20001220703125,0.0,55.7400016784668,0.0,97.80999755859375,0.0,111005.59561141969,-239.80265823363152,-0.00010216839597831928
2023-07-25 15:55:00-04:00,AGG,1134,,AGG,1134,,,,,,,110415.91941818238,-239.80265823363152,-0.005312130347928545
2023-07-26 15:55:00-04:00,AGG,1134,,VEU,1974,455.510009765625,0.00273005328280318,56.130001068115234,0.0030498414751749525,98.0199966430664,-0.001124635651745809,110812.8176878357,-701.8041001891979,0.0035945746930761135
2023-07-27 15:55:00-04:00,VEU,1974,,VEU,1974,,,,,,,110710.75318893434,-701.8041001891979,-0.0009210531870860184
2023-07-28 15:55:00-04:00,VEU,1974,,VEU,1974,456.9200134277344,-0.006629974021435614,56.470001220703125,-0.005701045585869369,97.55999755859375,-0.008569642589862703,110631.79891189576,-701.8041001891979,-0.0007131581600193782
2023-07-31 15:55:00-04:00,VEU,1974,,VEU,1974,,,,,,,110769.97830947877,-701.8041001891979,0.0012490025376252767
